alteration_type	gene_Exist.cluster	gene_notExist.cluster	gene_Exist.other	gene_notExist.other	pval	effect_size	power	qval
SPOP_mutation	3	4	3	91	0.000275842433524418	0.426177122438136	0.989912118452882	0.0234466068495755
ets_none	7	0	33	61	0.00141237360835789	0.336992328973872	0.923176512727681	0.0600258783552101
CHD1_cna_del	2	5	3	91	0.0186116740009698	0.297154906573165	0.847650221204964	0.52733076336081
PRKDC_mutation	2	5	4	90	0.0361755766109099	0.261258006092344	0.747183719309629	0.55921052631579
APC_mutation	2	5	8	86	0.144917223569803	0.1705847833451	0.403112039863498	0.55921052631579
MIRLET7BHG_mutation	2	5	8	86	0.144917223569803	0.1705847833451	0.403112039863498	0.55921052631579
LSAMP_mutation	2	5	10	84	0.209194692888602	0.140761353494378	0.293132943088901	0.55921052631579
CNOT3_mutation	1	6	2	92	0.250137800552333	0.181887718308352	0.447562157447778	0.55921052631579
HRAS_mutation	1	6	2	92	0.250137800552333	0.181887718308352	0.447562157447778	0.55921052631579
JAK1_mutation	1	6	2	92	0.250137800552333	0.181887718308352	0.447562157447778	0.55921052631579
KDM6A_mutation	1	6	2	92	0.250137800552333	0.181887718308352	0.447562157447778	0.55921052631579
USP28_mutation	1	6	2	92	0.250137800552333	0.181887718308352	0.447562157447778	0.55921052631579
ZMYM3_mutation	1	6	2	92	0.250137800552333	0.181887718308352	0.447562157447778	0.55921052631579
MAP3K1_cna_del	1	6	3	91	0.327249101439677	0.144475448227504	0.30604790452338	0.55921052631579
PPL_mutation	1	6	3	91	0.327249101439677	0.144475448227504	0.30604790452338	0.55921052631579
SF3B1_mutation	1	6	3	91	0.327249101439677	0.144475448227504	0.30604790452338	0.55921052631579
FOXA1_mutation	1	6	4	90	0.39082170037441	0.117438466070832	0.218621406545784	0.55921052631579
IL6ST_cna_del	1	6	4	90	0.39082170037441	0.117438466070832	0.218621406545784	0.55921052631579
MYC_cna_gain	2	5	16	78	0.398021530264118	0.0766523275464373	0.120262093779098	0.55921052631579
PTEN_cna_del	2	5	16	78	0.398021530264118	0.0766523275464373	0.120262093779098	0.55921052631579
chromothripsis	3	4	30	64	0.429433107681156	0.0592526970620741	0.0915105846612638	0.55921052631579
BAG4_cna_gain	1	6	5	89	0.444533234493952	0.0963388897465517	0.162359721540927	0.55921052631579
KMT2D_mutation	1	6	5	89	0.444533234493952	0.0963388897465517	0.162359721540927	0.55921052631579
AKT1_mutation	0	7	3	91	0.5	0.0477455260559423	0.0767673128817054	0.55921052631579
AR_cna_gain	3	4	39	55	0.5	0.00704821123826095	0.0505749468212737	0.55921052631579
AREnhancer_cna_gain	3	4	38	56	0.5	0.0125759117848156	0.0518318074824209	0.55921052631579
ARID1A_mutation	0	7	5	89	0.5	0.0622779744315017	0.0959460945402525	0.55921052631579
ASXL2_mutation	0	7	4	90	0.5	0.0554152404160291	0.0862212590666451	0.55921052631579
ATM_mutation	0	7	3	91	0.5	0.0477455260559423	0.0767673128817054	0.55921052631579
ATR_mutation	0	7	4	90	0.5	0.0554152404160291	0.0862212590666451	0.55921052631579
BRIP1_cna_gain	0	7	3	91	0.5	0.0477455260559423	0.0767673128817054	0.55921052631579
CCND1_cna_gain	0	7	6	88	0.5	0.0685802265992402	0.105944646860003	0.55921052631579
CDK12_mutation	0	7	4	90	0.5	0.0554152404160291	0.0862212590666451	0.55921052631579
CDKN1B_mutation	0	7	4	90	0.5	0.0554152404160291	0.0862212590666451	0.55921052631579
CDKN2A_cna_del	0	7	3	91	0.5	0.0477455260559423	0.0767673128817054	0.55921052631579
CHD3_mutation	0	7	5	89	0.5	0.0622779744315017	0.0959460945402525	0.55921052631579
CHD6_mutation	0	7	4	90	0.5	0.0554152404160291	0.0862212590666451	0.55921052631579
CHD7_cna_gain	1	6	7	87	0.5	0.0643151222077857	0.099065587722467	0.55921052631579
COL15A1_cna_gain	0	7	3	91	0.5	0.0477455260559423	0.0767673128817054	0.55921052631579
CTNNB1_mutation	0	7	7	87	0.5	0.074468085106383	0.116219547256565	0.55921052631579
ERF_mutation	0	7	3	91	0.5	0.0477455260559423	0.0767673128817054	0.55921052631579
etv4_all	0	7	4	90	0.5	0.0554152404160291	0.0862212590666451	0.55921052631579
etv5_all	0	7	1	93	0.5	0.0272888411454908	0.0586599150461754	0.55921052631579
IDH1_mutation	0	7	3	91	0.5	0.0477455260559423	0.0767673128817054	0.55921052631579
IL6ST_mutation	0	7	3	91	0.5	0.0477455260559423	0.0767673128817054	0.55921052631579
KDM6A_cna_gain	0	7	6	88	0.5	0.0685802265992402	0.105944646860003	0.55921052631579
KMT2C_mutation	1	6	13	81	0.5	0.00335107898097644	0.0501299335186718	0.55921052631579
MED12_cna_gain	1	6	8	86	0.5	0.0514820084348683	0.0811880143574313	0.55921052631579
MGA_mutation	0	7	5	89	0.5	0.0622779744315017	0.0959460945402525	0.55921052631579
MSH6_mutation	0	7	4	90	0.5	0.0554152404160291	0.0862212590666451	0.55921052631579
NBN_cna_gain	1	6	14	80	0.5	0.00434162380069235	0.050218112050837	0.55921052631579
NBN_mutation	0	7	5	89	0.5	0.0622779744315017	0.0959460945402525	0.55921052631579
NCOR1_mutation	0	7	5	89	0.5	0.0622779744315017	0.0959460945402525	0.55921052631579
NDST2_cna_gain	0	7	3	91	0.5	0.0477455260559423	0.0767673128817054	0.55921052631579
PIK3CA_mutation	0	7	3	91	0.5	0.0477455260559423	0.0767673128817054	0.55921052631579
PIK3CB_cna_gain	0	7	3	91	0.5	0.0477455260559423	0.0767673128817054	0.55921052631579
PIK3R1_mutation	0	7	3	91	0.5	0.0477455260559423	0.0767673128817054	0.55921052631579
PRKDC_cna_gain	1	6	9	85	0.5	0.0400615779068038	0.0687678565855095	0.55921052631579
PTEN_mutation	1	6	8	86	0.5	0.0514820084348683	0.0811880143574313	0.55921052631579
PTPRC_mutation	0	7	3	91	0.5	0.0477455260559423	0.0767673128817054	0.55921052631579
PTPRD_mutation	0	7	4	90	0.5	0.0554152404160291	0.0862212590666451	0.55921052631579
RAG1_mutation	0	7	5	89	0.5	0.0622779744315017	0.0959460945402525	0.55921052631579
RB1_mutation	1	6	8	86	0.5	0.0514820084348683	0.0811880143574313	0.55921052631579
RPRD2_cna_gain	0	7	6	88	0.5	0.0685802265992402	0.105944646860003	0.55921052631579
