alteration_type	gene_Exist.cluster	gene_notExist.cluster	gene_Exist.other	gene_notExist.other	pval	effect_size	power	qval
ZFP36L2_cna_del	4	26	2	69	0.0567722172398019	0.203292234177137	0.53314433494231	0.906852791993649
CHD6_mutation	3	27	1	70	0.071491165858589	0.20130076494436	0.525184083030006	0.906852791993649
etv1_all	5	25	6	65	0.194444580475418	0.120512098693935	0.227738445646892	0.906852791993649
USP28_mutation	2	28	1	70	0.217389981938921	0.141531971315807	0.295791050800083	0.906852791993649
MSH2_mutation	4	26	5	66	0.263729041667264	0.100902012473508	0.173566557935373	0.906852791993649
PTEN_mutation	4	26	5	66	0.263729041667264	0.100902012473508	0.173566557935373	0.906852791993649
RB1_mutation	4	26	5	66	0.263729041667264	0.100902012473508	0.173566557935373	0.906852791993649
CTNNB1_mutation	3	27	4	67	0.359130586739081	0.0785561516814148	0.123887865320404	0.906852791993649
ASXL2_mutation	2	28	2	69	0.363833912312112	0.0902003427619538	0.14814011832419	0.906852791993649
MSH6_mutation	2	28	2	69	0.363833912312112	0.0902003427619538	0.14814011832419	0.906852791993649
ets_none	13	17	27	44	0.391457684425348	0.0495671248829334	0.0788787657456039	0.906852791993649
KMT2C_mutation	5	25	9	62	0.414781727313632	0.0527722340424533	0.0827959854141218	0.906852791993649
CHD1_cna_del	2	28	3	68	0.494052485588181	0.0514272051884003	0.0811206433544127	0.906852791993649
IL6ST_cna_del	2	28	3	68	0.494052485588181	0.0514272051884003	0.0811206433544127	0.906852791993649
NBN_mutation	2	28	3	68	0.494052485588181	0.0514272051884003	0.0811206433544127	0.906852791993649
ATM_mutation	1	29	2	69	0.5	0.0139004614685167	0.0522385444640044	0.906852791993649
ATR_mutation	1	29	3	68	0.5	0.0209000794204527	0.05506914261041	0.906852791993649
CDKN1B_mutation	1	29	3	68	0.5	0.0209000794204527	0.05506914261041	0.906852791993649
CDKN2A_cna_del	1	29	2	69	0.5	0.0139004614685167	0.0522385444640044	0.906852791993649
CHD7_cna_gain	2	28	6	65	0.5	0.0301861222898616	0.060608122168249	0.906852791993649
CNOT3_mutation	1	29	2	69	0.5	0.0139004614685167	0.0522385444640044	0.906852791993649
COL15A1_cna_gain	1	29	2	69	0.5	0.0139004614685167	0.0522385444640044	0.906852791993649
etv5_all	0	30	1	70	0.5	0.0650027085026159	0.100142689462625	0.906852791993649
IL6ST_mutation	1	29	2	69	0.5	0.0139004614685167	0.0522385444640044	0.906852791993649
JAK1_mutation	1	29	2	69	0.5	0.0139004614685167	0.0522385444640044	0.906852791993649
KDM6A_cna_gain	2	28	4	67	0.5	0.0199662015709688	0.0546250439359449	0.906852791993649
KDM6A_mutation	1	29	2	69	0.5	0.0139004614685167	0.0522385444640044	0.906852791993649
MAP3K1_cna_del	1	29	3	68	0.5	0.0209000794204527	0.05506914261041	0.906852791993649
NCOR1_mutation	1	29	4	67	0.5	0.0484602510429157	0.0775858743636179	0.906852791993649
NDST2_cna_gain	1	29	2	69	0.5	0.0139004614685167	0.0522385444640044	0.906852791993649
PPL_mutation	1	29	3	68	0.5	0.0209000794204527	0.05506914261041	0.906852791993649
PRKDC_cna_gain	3	27	7	64	0.5	0.00215481880441578	0.05005372211959	0.906852791993649
PRKDC_mutation	2	28	4	67	0.5	0.0199662015709688	0.0546250439359449	0.906852791993649
SEL1L3_mutation	1	29	2	69	0.5	0.0139004614685167	0.0522385444640044	0.906852791993649
SF3B1_mutation	1	29	3	68	0.5	0.0209000794204527	0.05506914261041	0.906852791993649
SPEN_mutation	1	29	2	69	0.5	0.0139004614685167	0.0522385444640044	0.906852791993649
STAB2_cna_gain	1	29	2	69	0.5	0.0139004614685167	0.0522385444640044	0.906852791993649
STAB2_mutation	1	29	2	69	0.5	0.0139004614685167	0.0522385444640044	0.906852791993649
TAF1L_mutation	2	28	4	67	0.5	0.0199662015709688	0.0546250439359449	0.906852791993649
TBC1D2_cna_gain	1	29	2	69	0.5	0.0139004614685167	0.0522385444640044	0.906852791993649
ZNF292_mutation	1	29	3	68	0.5	0.0209000794204527	0.05506914261041	0.906852791993649
