alteration_type	gene_Exist.cluster	gene_notExist.cluster	gene_Exist.other	gene_notExist.other	pval	effect_size	power	qval
TP53_mutation	13	2	30	56	0.000270259784838037	0.372420331851438	0.962691715270517	0.0229720817112331
MGA_mutation	3	12	2	84	0.0116963803971949	0.289747283631949	0.829441963514588	0.497096166880784
KMT2D_mutation	3	12	3	83	0.0284223223206865	0.248397557132168	0.704163299717156	0.568732071335267
IL6ST_mutation	2	13	1	85	0.0411082267620758	0.254935979278248	0.726452902145327	0.568732071335267
PIK3CA_mutation	2	13	1	85	0.0411082267620758	0.254935979278248	0.726452902145327	0.568732071335267
ZMYM3_mutation	2	13	1	85	0.0411082267620758	0.254935979278248	0.726452902145327	0.568732071335267
AR_mutation	4	11	7	79	0.0468367588158455	0.211487862825423	0.56573211093245	0.568732071335267
erg_all	10	5	36	50	0.0669087436017679	0.177131117511871	0.428739584142575	0.644689347488489
PTPRD_mutation	2	13	2	84	0.0968375688097214	0.200713981708919	0.522836588991976	0.644689347488489
MED12_cna_gain	3	12	6	80	0.126605461786489	0.162554597916127	0.372257783978717	0.644689347488489
ZMYM3_cna_gain	3	12	6	80	0.126605461786489	0.162554597916127	0.372257783978717	0.644689347488489
CHD3_mutation	2	13	3	83	0.16427784679612	0.161394320268673	0.36786298329669	0.644689347488489
RAG1_mutation	2	13	3	83	0.16427784679612	0.161394320268673	0.36786298329669	0.644689347488489
chromothripsis	7	8	26	60	0.170053742423211	0.124603310080551	0.240219338777437	0.644689347488489
ets_all	11	4	50	36	0.204912261806044	0.110475583240423	0.198815944126288	0.644689347488489
AREnhancer_cna_gain	8	7	33	53	0.210721423994958	0.108341514009665	0.192986279411719	0.644689347488489
CCND1_cna_gain	2	13	4	82	0.235522036693038	0.13061279999438	0.259244719417139	0.644689347488489
RPRD2_cna_gain	2	13	4	82	0.235522036693038	0.13061279999438	0.259244719417139	0.644689347488489
SETDB1_cna_gain	2	13	4	82	0.235522036693038	0.13061279999438	0.259244719417139	0.644689347488489
AR_cna_gain	8	7	34	52	0.236785743650593	0.099557617757063	0.170208692851618	0.644689347488489
LSAMP_mutation	3	12	9	77	0.267381365120113	0.104791155675529	0.18354239427927	0.644689347488489
MSH2_mutation	2	13	7	79	0.436264046816838	0.0648283217879792	0.0998683555759311	0.644689347488489
BRIP1_cna_gain	1	14	2	84	0.464241265948432	0.0909325785960631	0.149784435326229	0.644689347488489
COL15A1_cna_gain	1	14	2	84	0.464241265948432	0.0909325785960631	0.149784435326229	0.644689347488489
NDST2_cna_gain	1	14	2	84	0.464241265948432	0.0909325785960631	0.149784435326229	0.644689347488489
PIK3CB_cna_gain	1	14	2	84	0.464241265948432	0.0909325785960631	0.149784435326229	0.644689347488489
SEL1L3_mutation	1	14	2	84	0.464241265948432	0.0909325785960631	0.149784435326229	0.644689347488489
STAB2_cna_gain	1	14	2	84	0.464241265948432	0.0909325785960631	0.149784435326229	0.644689347488489
TAF1L_cna_gain	1	14	2	84	0.464241265948432	0.0909325785960631	0.149784435326229	0.644689347488489
TBC1D2_cna_gain	1	14	2	84	0.464241265948432	0.0909325785960631	0.149784435326229	0.644689347488489
APC_mutation	2	13	8	78	0.49444949563591	0.0479940933981195	0.0770505456014327	0.644689347488489
AKT1_mutation	0	15	3	83	0.5	0.0730708220861222	0.113699145598545	0.644689347488489
ARID1A_mutation	1	14	4	82	0.5	0.0330413569053977	0.0627248706938105	0.644689347488489
ATM_mutation	0	15	3	83	0.5	0.0730708220861222	0.113699145598545	0.644689347488489
BAG4_cna_gain	1	14	5	81	0.5	0.0128280428565909	0.0519060800130744	0.644689347488489
BRCA2_mutation	1	14	8	78	0.5	0.0328979543401686	0.0626138797718485	0.644689347488489
CDKN1B_mutation	1	14	3	83	0.5	0.0579526285215894	0.0896765635452752	0.644689347488489
CDKN2A_cna_del	0	15	3	83	0.5	0.0730708220861222	0.113699145598545	0.644689347488489
CHD1_cna_del	1	14	4	82	0.5	0.0330413569053977	0.0627248706938105	0.644689347488489
CNOT3_mutation	0	15	3	83	0.5	0.0730708220861222	0.113699145598545	0.644689347488489
ERF_mutation	0	15	3	83	0.5	0.0730708220861222	0.113699145598545	0.644689347488489
etv5_all	0	15	1	85	0.5	0.0417634534792278	0.0704139468641342	0.644689347488489
FOXA1_mutation	1	14	4	82	0.5	0.0330413569053977	0.0627248706938105	0.644689347488489
HRAS_mutation	0	15	3	83	0.5	0.0730708220861222	0.113699145598545	0.644689347488489
IDH1_mutation	0	15	3	83	0.5	0.0730708220861222	0.113699145598545	0.644689347488489
JAK1_mutation	0	15	3	83	0.5	0.0730708220861222	0.113699145598545	0.644689347488489
KDM6A_cna_gain	1	14	5	81	0.5	0.0128280428565909	0.0519060800130744	0.644689347488489
KDM6A_mutation	0	15	3	83	0.5	0.0730708220861222	0.113699145598545	0.644689347488489
KMT2C_mutation	2	13	12	74	0.5	0.0063822158428461	0.0504713954784153	0.644689347488489
MIRLET7BHG_mutation	1	14	9	77	0.5	0.0452252033943818	0.0739824244906107	0.644689347488489
NCOR1_mutation	1	14	4	82	0.5	0.0330413569053977	0.0627248706938105	0.644689347488489
PIK3R1_mutation	0	15	3	83	0.5	0.0730708220861222	0.113699145598545	0.644689347488489
PPL_mutation	1	14	3	83	0.5	0.0579526285215894	0.0896765635452752	0.644689347488489
PTEN_mutation	1	14	8	78	0.5	0.0328979543401686	0.0626138797718485	0.644689347488489
PTPRC_mutation	0	15	3	83	0.5	0.0730708220861222	0.113699145598545	0.644689347488489
RB1_mutation	1	14	8	78	0.5	0.0328979543401686	0.0626138797718485	0.644689347488489
SF3B1_mutation	1	14	3	83	0.5	0.0579526285215894	0.0896765635452752	0.644689347488489
SPEN_mutation	0	15	3	83	0.5	0.0730708220861222	0.113699145598545	0.644689347488489
STAB2_mutation	0	15	3	83	0.5	0.0730708220861222	0.113699145598545	0.644689347488489
USP28_mutation	0	15	3	83	0.5	0.0730708220861222	0.113699145598545	0.644689347488489
ZFHX3_mutation	2	13	9	77	0.5	0.0327407988474504	0.0624928136365875	0.644689347488489
etv1_all	1	14	10	76	0.547780402062588	0.0566327331415359	0.0878587253058054	0.644689347488489
RSPO2_cna_gain	1	14	10	76	0.547780402062588	0.0566327331415359	0.0878587253058054	0.644689347488489
MYC_cna_gain	2	13	16	70	0.550405531661622	0.0489822531861911	0.0781917816182323	0.644689347488489
PTEN_cna_del	2	13	16	70	0.550405531661622	0.0489822531861911	0.0781917816182323	0.644689347488489
ASXL2_mutation	0	15	4	82	0.553674380784232	0.0848087246657406	0.136466755369859	0.644689347488489
ATR_mutation	0	15	4	82	0.553674380784232	0.0848087246657406	0.136466755369859	0.644689347488489
CDK12_mutation	0	15	4	82	0.553674380784232	0.0848087246657406	0.136466755369859	0.644689347488489
CHD6_mutation	0	15	4	82	0.553674380784232	0.0848087246657406	0.136466755369859	0.644689347488489
etv4_all	0	15	4	82	0.553674380784232	0.0848087246657406	0.136466755369859	0.644689347488489
MAP3K1_cna_del	0	15	4	82	0.553674380784232	0.0848087246657406	0.136466755369859	0.644689347488489
MSH6_mutation	0	15	4	82	0.553674380784232	0.0848087246657406	0.136466755369859	0.644689347488489
ZNF292_mutation	0	15	4	82	0.553674380784232	0.0848087246657406	0.136466755369859	0.644689347488489
chromoplexy	6	9	41	45	0.6061805063933	0.0547135041906601	0.085294568691984	0.696288419505817
IL6ST_cna_del	0	15	5	81	0.622823250677413	0.0953116064578779	0.159911411758729	0.696578635626054
NBN_mutation	0	15	5	81	0.622823250677413	0.0953116064578779	0.159911411758729	0.696578635626054
PRKDC_mutation	0	15	6	80	0.678296615188446	0.104956714281198	0.183975657331163	0.720690153637724
SPOP_mutation	0	15	6	80	0.678296615188446	0.104956714281198	0.183975657331163	0.720690153637724
TAF1L_mutation	0	15	6	80	0.678296615188446	0.104956714281198	0.183975657331163	0.720690153637724
ZFP36L2_cna_del	0	15	6	80	0.678296615188446	0.104956714281198	0.183975657331163	0.720690153637724
NBN_cna_gain	1	14	14	72	0.7165453328611	0.0961240310077519	0.161845375710895	0.750394509778949
CTNNB1_mutation	0	15	7	79	0.723909997669103	0.113967624768174	0.208599996461963	0.750394509778949
CHD7_cna_gain	0	15	8	78	0.762064239247321	0.122489799321145	0.233723040598228	0.780427232964124
ets_none	4	11	36	50	0.795087738193956	0.110475583240423	0.198815944126288	0.80455306841055
PRKDC_cna_gain	0	15	10	76	0.821977854498577	0.138444500186883	0.285211213889078	0.821977854498577
