alteration_type	gene_Exist.cluster	gene_notExist.cluster	gene_Exist.other	gene_notExist.other	pval	effect_size	power	qval
chromoplexy	14	3	33	51	0.00144129174918314	0.323046621301537	0.900885731564619	0.122509798680567
AKT1_mutation	2	15	1	83	0.0595224643558582	0.233044672038992	0.648817085023273	0.704427824538293
CTNNB1_mutation	3	14	4	80	0.0831651706093215	0.189819477004168	0.47919903954867	0.704427824538293
NBN_cna_gain	4	13	11	73	0.232892784993458	0.109781032121088	0.196906095360553	0.704427824538293
ets_all	12	5	49	35	0.251332397235062	0.0937516741519863	0.156246338164522	0.704427824538293
etv1_all	3	14	8	76	0.289915752747451	0.097561010114806	0.165308197876472	0.704427824538293
RSPO2_cna_gain	3	14	8	76	0.289915752747451	0.097561010114806	0.165308197876472	0.704427824538293
MYC_cna_gain	4	13	14	70	0.371900231761181	0.0670944617528943	0.103494712833861	0.704427824538293
CHD7_cna_gain	2	15	6	78	0.439937801097023	0.0640314540489066	0.098624784682779	0.704427824538293
AR_cna_gain	7	10	35	49	0.5	0.00372120233907585	0.0501602236002246	0.704427824538293
AREnhancer_cna_gain	7	10	34	50	0.5	0.00533541668675783	0.0503294135766237	0.704427824538293
ARID1A_mutation	1	16	4	80	0.5	0.019325701188415	0.0543323180842778	0.704427824538293
ATM_mutation	1	16	2	82	0.5	0.0771671099466862	0.121233082746112	0.704427824538293
BRCA2_mutation	2	15	7	77	0.5	0.0450626583231	0.0738082356452896	0.704427824538293
CHD3_mutation	1	16	4	80	0.5	0.019325701188415	0.0543323180842778	0.704427824538293
COL15A1_cna_gain	1	16	2	82	0.5	0.0771671099466862	0.121233082746112	0.704427824538293
ERF_mutation	1	16	2	82	0.5	0.0771671099466862	0.121233082746112	0.704427824538293
erg_all	8	9	38	46	0.5	0.0136788309913328	0.0521676378575525	0.704427824538293
etv4_all	1	16	3	81	0.5	0.0443336995119339	0.0730351123130232	0.704427824538293
etv5_all	0	17	1	83	0.5	0.0449867705421219	0.0737271360657269	0.704427824538293
